[20:48:29] [main/INFO]: ModLauncher running: args [--username, TheRealJudgeJudy, --version, forge-47.4.0, --gameDir, C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge), --assetsDir, C:\Users\ikene\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 5e213c2e758e41b0bd5900d7e8d67bde, --accessToken, ????????, --clientId, MzMzNTgwZWQtMWMwYi00Y2JhLWI2ZDgtN2FjYmU5ZTJhMTNm, --xuid, 2535428129093518, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\ikene\curseforge\minecraft\Install\quickPlay\java\1756345707710.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:48:29] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/domum_ornamentum/cactus_extra_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/maple_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/jacaranda_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/blue_enchanted_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'mcwfences:sandstone_grass_topped_wall' is using incompatible model 'net.minecraft.client.renderer.block.model.MultiVariant' and should be added to the 'diagonalfences:non_diagonal_fences' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/quark/blossom_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/quark/blossom_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/umbran_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/blue_bioshroom_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/palm_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/ad_astra/strophar_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/square_cika_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/yellow_bioshroom_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'mcwfences:deepslate_grass_topped_wall' is using incompatible model 'net.minecraft.client.renderer.block.model.MultiVariant' and should be added to the 'diagonalfences:non_diagonal_fences' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/green_bioshroom_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/witch_hazel_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/blue_enchanted_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/florus_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/pine_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/domum_ornamentum/cactus_extra_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/blackwood_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/baobab_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/ad_astra/aeronos_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/square_luphie_glow_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/palm_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_purple_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/willow_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_green_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/zelkova_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_yellow_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/yellow_bioshroom_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/green_bioshroom_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/square_dead_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/cobalt_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/magnolia_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/blackwood_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/square_dead_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/dead_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/ad_astra/square_aeronos_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_flowering_purple_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_purple_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/fir_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/ebony_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/beachparty/palm_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/green_enchanted_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/willow_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/zelkova_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/pine_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/cypress_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/fir_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/square_sakura_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/socotra_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/square_jacaranda_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'mcwfences:nether_brick_grass_topped_wall' is using incompatible model 'net.minecraft.client.renderer.block.model.MultiVariant' and should be added to the 'diagonalfences:non_diagonal_fences' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/baobab_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/pink_bioshroom_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/beachparty/palm_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_flowering_purple_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/florus_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/aspen_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_green_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/joshua_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/rainbow_eucalyptus_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/magic_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/square_palm_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/socotra_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/yellow_bioshroom_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/square_blue_enchanted_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_glow_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/palm_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/redwood_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/yellow_bioshroom_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/white_mangrove_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/ad_astra/glacian_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/cypress_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomesoplenty/fir_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/kapok_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_purple_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/cika_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/ad_astra/strophar_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/witch_hazel_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_pink_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/holly_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/domum_ornamentum/cactus_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/quark/ancient_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/quark/blossom_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/kapok_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/meadow/pine_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/regions_unexplored/palm_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/maple_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[20:50:24] [Worker-ResourceReload-8/WARN]: Block 'everycomp:ch/biomeswevegone/green_enchanted_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
